date,name,Total,Domestic,International,Total_OS
2016-04-01,Denmark,2569.129,165.831,2403.298,2673.996
2016-05-01,Denmark,2904.048,184.224,2719.824,3016.469
2016-06-01,Denmark,3140.864,190.979,2949.885,3252.297
2016-07-01,Denmark,3480.953,148.425,3332.528,3562.067
2016-08-01,Denmark,3131.773,170.808,2960.965,3231.157
2016-09-01,Denmark,3053.033,187.858,2865.175,3172.38
2016-10-01,Denmark,3042.096,181.005,2861.091,3153.808
2016-11-01,Denmark,2398.47,178.327,2220.143,2512.12
2016-12-01,Denmark,2280.069,152.384,2127.685,2380.274
2017-01-01,Denmark,2208.716,148.664,2060.052,2311.558
2017-02-01,Denmark,2208.467,136.706,2071.761,2302.264
2017-03-01,Denmark,2548.433,170.886,2377.547,2659.288
2017-04-01,Denmark,2736.104,155.343,2580.761,2823.505
2017-05-01,Denmark,2954.722,179.266,2775.456,3058.472
2017-06-01,Denmark,3192.279,182.148,3010.131,3291.878
2017-07-01,Denmark,3531.785,140.308,3391.477,3598.703
2017-08-01,Denmark,3191.707,167.762,3023.945,3278.087
2017-09-01,Denmark,3092.281,179.806,2912.475,3205.563
2017-10-01,Denmark,3030.083,178.378,2851.705,3137.369
2017-11-01,Denmark,2357.263,169.516,2187.747,2471.817
2017-12-01,Denmark,2209.374,141.959,2067.415,2308.575
2018-01-01,Denmark,2183.832,141.801,2042.031,
2018-02-01,Denmark,2218.27,134.526,2083.744,
2018-03-01,Denmark,2691.52,161.693,2529.827,
2018-04-01,Denmark,2841.987,167.425,2674.562,
2018-05-01,Denmark,3156.768,182.8,2973.968,
2018-06-01,Denmark,3387.213,185.008,3202.205,
2018-07-01,Denmark,3686.607,150.524,3536.083,
2018-08-01,Denmark,3371.061,174.892,3196.169,
2018-09-01,Denmark,3239.388,180.674,3058.714,
2018-10-01,Denmark,3147.214,177.718,2969.496,
2018-11-01,Denmark,2478.048,163.247,2314.801,
2018-12-01,Denmark,2299.231,126.296,2172.935,
2010-01-01,Dominican Republic,,,,1019.011
2010-02-01,Dominican Republic,,,,894.618
2010-03-01,Dominican Republic,,,,957.871
2010-04-01,Dominican Republic,,,,823.841
2010-05-01,Dominican Republic,,,,690.12
2010-06-01,Dominican Republic,,,,817.414
2010-07-01,Dominican Republic,,,,926.918
2010-08-01,Dominican Republic,,,,866.151
2010-09-01,Dominican Republic,,,,582.89
2010-10-01,Dominican Republic,,,,585.1
2010-11-01,Dominican Republic,,,,293.651
2010-12-01,Dominican Republic,,,,354.532
2011-01-01,Dominican Republic,,,,990.851
2011-02-01,Dominican Republic,,,,882.956
2011-03-01,Dominican Republic,,,,1002.302
2011-04-01,Dominican Republic,,,,880.301
2011-05-01,Dominican Republic,,,,706.525
2011-06-01,Dominican Republic,,,,323.815
2011-07-01,Dominican Republic,,,,390.872
2011-08-01,Dominican Republic,,,,353.851
2011-09-01,Dominican Republic,,,,279.267
2011-10-01,Dominican Republic,,,,277.48
2011-11-01,Dominican Republic,,,,288.897
2011-12-01,Dominican Republic,,,,352.616
2012-01-01,Dominican Republic,,,,889.029
2012-02-01,Dominican Republic,,,,823.224
2012-03-01,Dominican Republic,,,,918.742
2012-04-01,Dominican Republic,,,,827.69
2012-05-01,Dominican Republic,,,,649.197
2012-06-01,Dominican Republic,,,,326.639
2012-07-01,Dominican Republic,,,,381.064
2012-08-01,Dominican Republic,,,,357.054
2012-09-01,Dominican Republic,,,,284.38
2012-10-01,Dominican Republic,,,,263.76
2012-11-01,Dominican Republic,,,,288.989
2012-12-01,Dominican Republic,,,,342.539
2013-01-01,Dominican Republic,,,,395.025
2013-02-01,Dominican Republic,,,,339.309
2013-03-01,Dominican Republic,,,,404.898
2013-04-01,Dominican Republic,,,,338.828
2013-05-01,Dominican Republic,,,,302.079
2013-06-01,Dominican Republic,,,,322.18
2013-07-01,Dominican Republic,,,,374.046
2013-08-01,Dominican Republic,,,,358.989
2013-09-01,Dominican Republic,,,,270.127
2013-10-01,Dominican Republic,,,,274.346
2013-11-01,Dominican Republic,,,,290.815
2013-12-01,Dominican Republic,,,,368.2
2014-01-01,Dominican Republic,,,,544.822
2014-02-01,Dominican Republic,,,,517.423
2014-03-01,Dominican Republic,,,,587.572
2014-04-01,Dominican Republic,,,,526.365
2014-05-01,Dominican Republic,,,,449.257
2014-06-01,Dominican Republic,,,,504.197
2014-07-01,Dominican Republic,,,,591.198
2014-08-01,Dominican Republic,,,,511.731
2014-09-01,Dominican Republic,,,,343.801
2014-10-01,Dominican Republic,,,,382.632
2014-11-01,Dominican Republic,,,,433.598
2014-12-01,Dominican Republic,,,,579.613
2015-01-01,Dominican Republic,,,,534.875
2015-02-01,Dominican Republic,,,,505.249
2015-03-01,Dominican Republic,,,,571.22
2015-04-01,Dominican Republic,,,,501.422
2015-05-01,Dominican Republic,,,,457.841
2015-06-01,Dominican Republic,,,,520.775
2015-07-01,Dominican Republic,,,,622.956
2015-08-01,Dominican Republic,,,,527.233
2015-09-01,Dominican Republic,,,,372.438
2015-10-01,Dominican Republic,,,,416.305
2015-11-01,Dominican Republic,,,,470.234
2015-12-01,Dominican Republic,,,,632.663
2016-01-01,Dominican Republic,,,,583.769
2016-02-01,Dominican Republic,,,,550.211
2016-03-01,Dominican Republic,,,,608.391
2016-04-01,Dominican Republic,,,,521.69
2016-05-01,Dominican Republic,,,,482.992
2016-06-01,Dominican Republic,,,,558.958
2016-07-01,Dominican Republic,,,,678.517
2016-08-01,Dominican Republic,,,,569.373
2010-01-01,Ecuador,,,,297.892
2010-02-01,Ecuador,,,,286.923
2010-03-01,Ecuador,,,,321.268
2010-04-01,Ecuador,,,,298.921
2010-05-01,Ecuador,,,,291.511
2010-06-01,Ecuador,,,,298.586
2010-07-01,Ecuador,,,,342.91
2010-08-01,Ecuador,,,,360.044
2010-09-01,Ecuador,,,,311.53
2010-10-01,Ecuador,,,,330.657
2010-11-01,Ecuador,,,,318.558
2010-12-01,Ecuador,,,,325.424
2011-01-01,Ecuador,,,,327.546
2011-02-01,Ecuador,,,,304.356
2011-03-01,Ecuador,,,,341.793
2011-04-01,Ecuador,,,,317.68
2011-05-01,Ecuador,,,,337.344
2011-06-01,Ecuador,,,,330.403
2011-07-01,Ecuador,,,,385.306
2011-08-01,Ecuador,,,,391.086
2011-09-01,Ecuador,,,,358.38
2011-10-01,Ecuador,,,,360.422
2011-11-01,Ecuador,,,,354.981
2011-12-01,Ecuador,,,,350.127
2012-01-01,Ecuador,,,,342.519
2012-02-01,Ecuador,,,,316.017
2012-03-01,Ecuador,,,,343.105
2012-04-01,Ecuador,,,,298.874
2012-05-01,Ecuador,,,,298.373
2012-06-01,Ecuador,,,,298.738
2012-07-01,Ecuador,,,,324.471
2012-08-01,Ecuador,,,,340.387
2012-09-01,Ecuador,,,,309.288
2014-01-01,Egypt,,,,2245.813
2014-02-01,Egypt,,,,1982.046
2014-03-01,Egypt,,,,2403.556
2014-04-01,Egypt,,,,2569.916
2014-05-01,Egypt,,,,2588.944
2014-06-01,Egypt,,,,2843.62
2014-07-01,Egypt,,,,2763.069
2014-08-01,Egypt,,,,3346.284
2014-09-01,Egypt,,,,2841.576
2014-10-01,Egypt,,,,2900.338
2014-11-01,Egypt,,,,2536.764
2014-12-01,Egypt,,,,2362.845
2015-01-01,Egypt,,,,2706.241
2015-02-01,Egypt,,,,2387.969
2015-03-01,Egypt,,,,2671.19
2015-04-01,Egypt,,,,2875.157
2015-05-01,Egypt,,,,2840.806
2015-06-01,Egypt,,,,2897.851
2015-07-01,Egypt,,,,3091.639
2015-08-01,Egypt,,,,3269.702
2015-09-01,Egypt,,,,2822.137
2015-10-01,Egypt,,,,2806.922
2015-11-01,Egypt,,,,1962.353
2015-12-01,Egypt,,,,1944.542
2016-01-01,Egypt,,,,2085.644
2016-02-01,Egypt,,,,1836.87
2016-03-01,Egypt,,,,1949.248
2016-04-01,Egypt,,,,1851.966
2016-05-01,Egypt,,,,1961.581
2016-06-01,Egypt,,,,1866.945
2016-07-01,Egypt,,,,2114.745
2016-08-01,Egypt,,,,2223.858
2016-09-01,Egypt,,,,2324.869
2016-10-01,Egypt,,,,1832.18
2016-11-01,Egypt,,,,1590.459
2017-02-01,Egypt,,,,1723.265
2017-03-01,Egypt,,,,1810.091
2010-01-01,Spain,8856.126,2489.258,6366.868,11397.341
2010-02-01,Spain,9029.981,2681.978,6348.003,11766.428
2010-03-01,Spain,11320.004,3211.03,8108.974,14587.075
2010-04-01,Spain,11208.04,3147.591,8060.449,14380.475
2010-05-01,Spain,13526.313,3190.197,10336.116,16767.653
2010-06-01,Spain,14735.901,3381.575,11354.326,18181.311
2010-07-01,Spain,17291.187,3818.087,13473.1,21171.445
2010-08-01,Spain,17854.488,3866.937,13987.551,21787.668
2010-09-01,Spain,15381.718,3418.491,11963.227,18859.77
2010-10-01,Spain,14441.446,3337.727,11103.719,17830.877
2010-11-01,Spain,10341.695,2962.252,7379.443,13361.334
2010-12-01,Spain,9400.115,2722.083,6678.032,12195.96
2011-01-01,Spain,9473.803,2543.718,6930.085,12091.66
2011-02-01,Spain,9579.589,2657.323,6922.266,12297.602
2011-03-01,Spain,11961.986,3217.156,8744.83,15257.411
2011-04-01,Spain,13999.066,3269.847,10729.219,17337.828
2011-05-01,Spain,14564.261,3211.582,11352.679,17850.407
2011-06-01,Spain,15977.882,3368.836,12609.046,19421.45
2011-07-01,Spain,18690.572,3830.333,14860.239,22596.748
2011-08-01,Spain,18880.593,3851.994,15028.599,22802.996
2011-09-01,Spain,16745.596,3472.218,13273.378,20283.312
2011-10-01,Spain,15062.648,3121.085,11941.563,18241.064
2011-11-01,Spain,10276.522,2746.016,7530.506,13086.883
2011-12-01,Spain,9940.712,2676.416,7264.296,12694.96
2012-01-01,Spain,9306.924,2355.761,6951.163,11748.51
2012-02-01,Spain,9207.701,2328.464,6879.237,11622.052
2012-03-01,Spain,11382.871,2733.854,8649.017,14189.949
2012-04-01,Spain,13210.008,2806.439,10403.569,16086.538
2012-05-01,Spain,14220.143,2886.037,11334.106,17174.537
2012-06-01,Spain,16003.971,3083.997,12919.974,19172.033
2012-07-01,Spain,18459.434,3496.835,14962.599,22034.048
2012-08-01,Spain,18585.614,3461.256,15124.358,22119.694
2012-09-01,Spain,16475.542,3029.41,13446.132,19594.92
2012-10-01,Spain,14226.372,2674.409,11551.963,16978.924
2012-11-01,Spain,9566.851,2166.89,7399.961,11821.713
2012-12-01,Spain,9125.83,2189.705,6936.125,11389.976
2013-01-01,Spain,8590.956,2004.525,6586.431,10681.057
2013-02-01,Spain,8444.049,1918.746,6525.303,10446.373
2013-03-01,Spain,11025.94,2284.086,8741.854,13401.839
2013-04-01,Spain,12416.632,2359.742,10056.89,14854.904
2013-05-01,Spain,14353.5,2451.144,11902.356,16872.251
2013-06-01,Spain,15887.131,2591.524,13295.607,18545.882
2013-07-01,Spain,18047.426,2921.824,15125.602,21033.179
2013-08-01,Spain,18561.941,2906.855,15655.086,21527.56
2013-09-01,Spain,16374.282,2590.475,13783.807,19031.074
2013-10-01,Spain,14422.718,2385.671,12037.047,16866.941
2013-11-01,Spain,10040.406,2098.072,7942.334,12207.887
2013-12-01,Spain,9566.992,2086.818,7480.174,11729.165
2014-01-01,Spain,9007.027,1860.901,7146.126,10947.402
2014-02-01,Spain,8844.369,1840.095,7004.274,10768.076
2014-03-01,Spain,11106.476,2239.576,8866.9,13432.431
2014-04-01,Spain,13704.291,2461.747,11242.544,16237.631
2014-05-01,Spain,15007.861,2446.254,12561.607,17526.599
2014-06-01,Spain,16622.395,2699.025,13923.37,19429.754
2014-07-01,Spain,18749.28,3032.034,15717.246,21885.834
2014-08-01,Spain,19714.262,3076.628,16637.634,22894.324
2014-09-01,Spain,17167.348,2739.484,14427.864,20012.891
2014-10-01,Spain,15099.949,2520.978,12578.971,17717.803
2014-11-01,Spain,10351.465,2138.142,8213.323,12598.328
2014-12-01,Spain,9979.659,2151.681,7827.978,12238.524
2015-01-01,Spain,9496.882,1899.789,7597.093,11527.013
2015-02-01,Spain,9372.113,1943.47,7428.643,11438.826
2015-03-01,Spain,11835.533,2380.358,9455.175,14361.008
2015-04-01,Spain,14086.347,2578.972,11507.375,16790.044
2015-05-01,Spain,15967.412,2606.022,13361.39,18696.402
2015-06-01,Spain,17215.856,2797.837,14418.019,20147.47
2015-07-01,Spain,19737.822,3210.397,16527.425,23086.663
2015-08-01,Spain,20551.587,3277.945,17273.642,23980.501
2015-09-01,Spain,17960.01,2905.676,15054.334,21010.238
2015-10-01,Spain,16311.112,2664.344,13646.768,19108.43
2015-11-01,Spain,11297.437,2288.6,9008.837,13755.02
2015-12-01,Spain,10820.392,2327.703,8492.689,13338.895
2016-01-01,Spain,10576.079,2150.34,8425.739,12951.418
2016-02-01,Spain,10841.422,2247.438,8593.984,13304.464
2016-03-01,Spain,13524.242,2704.371,10819.871,16449.82
2016-04-01,Spain,15092.08,2675.525,12416.555,17977.914
2016-05-01,Spain,17691.974,2904.386,14787.588,20805.846
2016-06-01,Spain,19024.463,3065.396,15959.067,22306.725
2016-07-01,Spain,22032.687,3364.89,18667.797,25654.521
2016-08-01,Spain,22166.098,3379.255,18786.843,25796.656
2016-09-01,Spain,19829.99,3115.591,16714.399,23171.969
2016-10-01,Spain,18353.58,2841.561,15512.019,21433.987
2016-11-01,Spain,12408.391,2529.236,9879.155,15157.768
2016-12-01,Spain,12331.031,2456.649,9874.382,15017.286
2017-01-01,Spain,11721.882,2277.647,9444.235,14241.232
2017-02-01,Spain,11510.948,2254.331,9256.617,13982.683
2017-03-01,Spain,14162.252,2801.433,11360.819,17195.059
2017-04-01,Spain,17738.888,3025.838,14713.05,20993.244
2017-05-01,Spain,19041.33,3076.963,15964.367,22354.937
2017-06-01,Spain,20926.797,3311.844,17614.953,24479.468
2017-07-01,Spain,23635.177,3625.598,20009.579,27535.765
2017-08-01,Spain,23573.035,3557.776,20015.259,27388.616
2017-09-01,Spain,21439.063,3352.993,18086.07,25048.887
2017-10-01,Spain,19379.552,3174.219,16205.333,22809.968
2017-11-01,Spain,13457.715,2857.566,10600.149,16544.907
2017-12-01,Spain,13237.45,2850.248,10387.202,16333.404
2018-01-01,Spain,12604.441,2651.518,9952.923,
2018-02-01,Spain,12425.769,2625.813,9799.956,
2018-03-01,Spain,15651.657,3190.742,12460.915,
2018-04-01,Spain,18081.12,3313.832,14767.288,
2018-05-01,Spain,20102.304,3468.104,16634.2,
2018-06-01,Spain,21901.051,3596.831,18304.22,
2018-07-01,Spain,24212.494,3937.602,20274.892,
2018-08-01,Spain,24145.09,3892.869,20252.221,
2018-09-01,Spain,22288.388,3683.941,18604.447,
2018-10-01,Spain,20534.431,3522.298,17012.133,
2018-11-01,Spain,14384.398,3092.578,11291.82,
2018-12-01,Spain,14280.286,3081.061,11199.225,
2010-01-01,Estonia,88.328,1.834,86.494,88.528
2010-02-01,Estonia,83.729,1.34,82.389,83.903
2010-03-01,Estonia,109.021,1.591,107.43,109.283
2010-04-01,Estonia,87.198,1.156,86.042,88.801
2010-05-01,Estonia,124.222,1.934,122.288,124.735
2010-06-01,Estonia,138.498,2.243,136.255,139.164
2010-07-01,Estonia,135.412,3.374,132.038,135.151
2010-08-01,Estonia,137.726,2.975,134.751,138.086
2010-09-01,Estonia,133.593,2.181,131.412,133.237
2010-10-01,Estonia,131.427,2.235,129.192,131.503
2010-11-01,Estonia,108.565,1.869,106.696,109.039
2010-12-01,Estonia,103.343,1.922,101.421,103.401
2011-01-01,Estonia,110.607,1.873,108.734,111.205
2011-02-01,Estonia,103.79,1.595,102.195,104.199
2011-03-01,Estonia,136.764,2.171,134.593,137.257
2011-04-01,Estonia,149.33,2.316,147.014,149.705
2011-05-01,Estonia,180.284,2.795,177.489,180.751
2011-06-01,Estonia,186.556,3.042,183.514,186.945
2011-07-01,Estonia,188.606,3.526,185.08,189.026
2011-08-01,Estonia,192.778,3.446,189.332,193.321
2011-09-01,Estonia,185.063,2.187,182.876,185.359
2011-10-01,Estonia,179.521,2.144,177.377,180.105
2011-11-01,Estonia,151.528,1.891,149.637,152.219
2011-12-01,Estonia,142.742,1.98,140.762,143.08
2012-01-01,Estonia,133.273,1.514,131.759,133.493
2012-02-01,Estonia,125.804,1.614,124.19,126.054
2012-03-01,Estonia,163.573,2.038,161.535,163.783
2012-04-01,Estonia,191.656,2.086,189.57,192.027
2012-05-01,Estonia,215.075,1.97,213.105,215.679
2012-06-01,Estonia,224.968,2.344,222.624,225.565
2012-07-01,Estonia,227.873,2.469,225.404,228.287
2012-08-01,Estonia,223.484,2.549,220.935,223.815
2012-09-01,Estonia,208.067,2.456,205.611,208.506
2012-10-01,Estonia,202.796,2.456,200.34,202.93
2012-11-01,Estonia,150.764,2.201,148.563,150.973
2012-12-01,Estonia,135.094,1.388,133.706,135.178
2013-01-01,Estonia,123.139,1.273,121.866,123.461
2013-02-01,Estonia,108.612,1.168,107.444,108.891
2013-03-01,Estonia,143.652,1.252,142.4,144.017
2013-04-01,Estonia,160.495,1.104,159.391,161.127
2013-05-01,Estonia,183.407,1.741,181.666,184.252
2013-06-01,Estonia,200.012,1.721,198.291,199.831
2013-07-01,Estonia,198.795,2.541,196.254,198.501
2013-08-01,Estonia,200.405,2.326,198.079,199.782
2013-09-01,Estonia,190.431,1.635,188.796,190.329
2013-10-01,Estonia,187.84,1.671,186.169,188.005
2013-11-01,Estonia,136.779,1.447,135.332,136.043
2013-12-01,Estonia,124.998,1.325,123.673,124.562
2014-01-01,Estonia,120.548,1.205,119.343,119.911
2014-02-01,Estonia,113.71,0.961,112.749,113.157
2014-03-01,Estonia,149.286,1.075,148.211,148.901
2014-04-01,Estonia,159.035,1.326,157.709,158.758
2014-05-01,Estonia,186.132,1.369,184.763,185.567
2014-06-01,Estonia,200.877,1.712,199.165,200.507
2014-07-01,Estonia,212.112,2.256,209.856,211.92
2014-08-01,Estonia,208.671,1.942,206.729,208.537
2014-09-01,Estonia,195.525,1.204,194.321,195.301
2014-10-01,Estonia,189.193,1.357,187.836,189.084
2014-11-01,Estonia,147.57,1.067,146.503,148.372
2014-12-01,Estonia,137.147,1.156,135.991,137.276
2015-01-01,Estonia,127.698,1.052,126.646,128.089
2015-02-01,Estonia,121.827,1.092,120.735,122.462
2015-03-01,Estonia,162.494,1.342,161.152,162.797
2015-04-01,Estonia,174.411,1.474,172.937,174.527
2015-05-01,Estonia,200.502,1.662,198.84,201.53
2015-06-01,Estonia,217.155,1.908,215.247,217.812
2015-07-01,Estonia,230.818,2.331,228.487,231.251
2015-08-01,Estonia,233.652,2.183,231.469,234.237
2015-09-01,Estonia,207.006,1.651,205.355,207.426
2015-10-01,Estonia,206.634,1.866,204.768,207.276
2015-11-01,Estonia,145.37,1.604,143.766,145.679
2015-12-01,Estonia,133.411,1.394,132.017,133.577
2016-01-01,Estonia,126.673,1.156,125.517,127.472
2016-02-01,Estonia,127.811,1.328,126.483,128.037
2016-03-01,Estonia,157.596,1.674,155.922,158.023
2016-04-01,Estonia,179.293,0.032,179.261,180.268
2016-05-01,Estonia,200.537,,200.537,201.061
2016-06-01,Estonia,224.055,0.762,223.293,224.76
2016-07-01,Estonia,227.231,2.296,224.935,227.867
2016-08-01,Estonia,227.497,2.386,225.111,228.175
2016-09-01,Estonia,214.518,1.776,212.742,214.649
2016-10-01,Estonia,210.284,2.276,208.008,210.735
2016-11-01,Estonia,159.672,1.901,157.771,159.969
2016-12-01,Estonia,159.822,1.774,158.048,159.663
2017-01-01,Estonia,154.185,1.455,152.73,154.783
2017-02-01,Estonia,149.119,1.438,147.681,149.564
2017-03-01,Estonia,184.307,1.64,182.667,184.431
2017-04-01,Estonia,202.889,1.773,201.116,203.958
2017-05-01,Estonia,232.518,2.166,230.352,234.008
2017-06-01,Estonia,258.805,2.322,256.483,259.775
2017-07-01,Estonia,270.526,2.933,267.593,272.688
2017-08-01,Estonia,272.676,2.856,269.82,274.075
2017-09-01,Estonia,264.776,2.023,262.753,266.751
2017-10-01,Estonia,255.403,2.074,253.329,257.027
2017-11-01,Estonia,201.932,1.891,200.041,202.701
2017-12-01,Estonia,188.009,1.953,186.056,188.6
2018-01-01,Estonia,174.049,1.72,172.329,
2018-02-01,Estonia,170.81,1.747,169.063,
2018-03-01,Estonia,209.683,2.546,207.137,
2018-04-01,Estonia,237.676,2.159,235.517,
2018-05-01,Estonia,273.84,2.549,271.291,
2018-06-01,Estonia,298.147,2.687,295.46,
2018-07-01,Estonia,310.856,3.264,307.592,
2018-08-01,Estonia,304.734,2.573,302.161,
2018-09-01,Estonia,283.175,2.188,280.987,
2018-10-01,Estonia,283.994,2.243,281.751,
2018-11-01,Estonia,226.791,2.142,224.649,
2018-12-01,Estonia,221.773,1.966,219.807,
2010-01-01,Finland,1052.616,190.01,862.606,1211.792
2010-02-01,Finland,1041.402,219.4,822.002,1214.599
2010-03-01,Finland,1267.8,271.326,996.474,1476.742
2010-04-01,Finland,860.07,147.681,712.389,978.632
2010-05-01,Finland,1222.318,184.809,1037.509,1365.093
2010-06-01,Finland,1346.123,175.967,1170.156,1480.505
2010-07-01,Finland,1303.233,116.757,1186.476,1393.846
2010-08-01,Finland,1275.217,156.87,1118.347,1403.362
2010-09-01,Finland,1286.259,205.073,1081.186,1449.94
2010-10-01,Finland,1342.615,195.739,1146.876,1493.72
2010-11-01,Finland,1137.52,217.334,920.186,1309.069
2010-12-01,Finland,1085.463,169.29,916.173,1205.836
2011-01-01,Finland,1161.332,202.757,958.575,1299.345
2011-02-01,Finland,1130.671,223.867,906.804,1291.05
2011-03-01,Finland,1351.546,278.591,1072.955,1553.1
2011-04-01,Finland,1367.587,259.895,1107.692,1555.925
2011-05-01,Finland,1443.21,241.435,1201.775,1612.285
2011-06-01,Finland,1550.563,221.515,1329.048,1714.458
2011-07-01,Finland,1514.558,160.434,1354.124,1634.687
2011-08-01,Finland,1435.078,194.47,1240.608,1581.654
2011-09-01,Finland,1431.985,244.318,1187.667,1604.939
2011-10-01,Finland,1468.349,232.668,1235.681,1631.614
2011-11-01,Finland,1197.71,243.281,954.429,1381.035
2011-12-01,Finland,1321.809,250.815,1070.994,1501.766
2012-01-01,Finland,1256.353,246.19,1010.163,1454.0
2012-02-01,Finland,1251.262,273.035,978.227,1475.046
2012-03-01,Finland,1437.276,325.863,1111.413,1705.972
2012-04-01,Finland,1388.408,251.304,1137.104,1589.277
2012-05-01,Finland,1415.611,223.568,1192.043,1593.544
2012-06-01,Finland,1516.745,205.947,1310.798,1688.096
2012-07-01,Finland,1454.574,147.028,1307.546,1583.892
2012-08-01,Finland,1415.81,189.868,1225.942,1570.224
2012-09-01,Finland,1415.054,220.5,1194.554,1595.014
2012-10-01,Finland,1433.37,209.495,1223.875,1597.035
2012-11-01,Finland,1197.779,220.998,976.781,1377.286
2012-12-01,Finland,1276.573,207.384,1069.189,1433.031
2013-01-01,Finland,1190.652,199.958,990.694,1351.938
2013-02-01,Finland,1181.445,224.683,956.762,1365.026
2013-03-01,Finland,1377.146,271.11,1106.036,1605.18
2013-04-01,Finland,1357.674,226.995,1130.679,1542.073
2013-05-01,Finland,1420.393,200.544,1219.849,1579.328
2013-06-01,Finland,1537.015,180.241,1356.774,1685.723
2013-07-01,Finland,1538.437,130.453,1407.984,1652.252
2013-08-01,Finland,1493.923,166.5,1327.423,1634.767
2013-09-01,Finland,1461.236,209.39,1251.846,1631.917
2013-10-01,Finland,1478.043,202.653,1275.39,1638.614
2013-11-01,Finland,1193.585,211.86,981.725,1373.305
2013-12-01,Finland,1335.842,215.12,1120.722,1505.654
2014-01-01,Finland,1252.591,210.783,1041.808,1428.043
2014-02-01,Finland,1226.866,232.089,994.777,1422.316
2014-03-01,Finland,1426.007,283.757,1142.25,1665.567
2014-04-01,Finland,1420.894,221.023,1199.871,1601.568
2014-05-01,Finland,1465.517,201.949,1263.568,1630.228
2014-06-01,Finland,1609.155,192.18,1416.975,1769.495
2014-07-01,Finland,1563.729,130.431,1433.298,1674.548
2014-08-01,Finland,1537.721,177.697,1360.024,1686.583
2014-09-01,Finland,1495.137,212.735,1282.402,1667.9
2014-10-01,Finland,1546.467,212.435,1334.032,1715.049
2014-11-01,Finland,1261.839,221.129,1040.71,1449.544
2014-12-01,Finland,1366.008,219.986,1146.022,1540.539
2015-01-01,Finland,1246.361,200.422,1045.939,1409.742
2015-02-01,Finland,1246.082,233.711,1012.371,1439.561
2015-03-01,Finland,1440.44,278.331,1162.109,1672.013
2015-04-01,Finland,1410.426,219.654,1190.772,1591.839
2015-05-01,Finland,1474.746,205.844,1268.902,1642.501
2015-06-01,Finland,1599.596,198.065,1401.531,1760.203
2015-07-01,Finland,1607.679,147.618,1460.061,1721.039
2015-08-01,Finland,1579.508,187.203,1392.305,1734.337
2015-09-01,Finland,1530.338,218.95,1311.388,1705.214
2015-10-01,Finland,1590.824,224.742,1366.082,1766.733
2015-11-01,Finland,1315.051,239.831,1075.22,1516.012
2015-12-01,Finland,1438.195,244.765,1193.43,1626.91
2016-01-01,Finland,1310.388,221.145,1089.243,1490.049
2016-02-01,Finland,1350.495,264.109,1086.386,1570.64
2016-03-01,Finland,1489.029,285.024,1204.005,1730.433
2016-04-01,Finland,1419.066,234.394,1184.672,1609.9
2016-05-01,Finland,1526.576,215.661,1310.915,1706.843
2016-06-01,Finland,1644.55,196.714,1447.836,1810.22
2016-07-01,Finland,1642.879,136.396,1506.483,1743.922
2016-08-01,Finland,1597.493,185.964,1411.529,1756.432
2016-09-01,Finland,1584.146,230.012,1354.134,1776.05
2016-10-01,Finland,1583.955,214.426,1369.529,1758.298
2016-11-01,Finland,1368.336,250.151,1118.185,1580.665
2016-12-01,Finland,1583.041,254.884,1328.157,1777.723
2017-01-01,Finland,1444.45,249.961,1194.489,1651.608
2017-02-01,Finland,1414.963,267.415,1147.548,1636.33
2017-03-01,Finland,1583.773,299.521,1284.252,1835.193
2017-04-01,Finland,1574.73,232.604,1342.126,1767.804
2017-05-01,Finland,1694.938,212.765,1482.173,1855.712
2017-06-01,Finland,1825.647,187.552,1638.095,1953.351
2017-07-01,Finland,1830.037,126.227,1703.81,1901.682
2017-08-01,Finland,1791.313,185.198,1606.115,1927.09
2017-09-01,Finland,1767.359,228.501,1538.858,1922.685
2017-10-01,Finland,1784.812,225.763,1559.049,1953.44
2017-11-01,Finland,1563.301,268.866,1294.435,1778.436
2017-12-01,Finland,1779.624,274.293,1505.331,1966.368
2018-01-01,Finland,1625.31,278.967,1346.343,
2018-02-01,Finland,1599.966,295.415,1304.551,
2018-03-01,Finland,1818.956,326.912,1492.044,
2018-04-01,Finland,1783.442,260.17,1523.272,
2018-05-01,Finland,1898.459,229.351,1669.108,
2018-06-01,Finland,2033.407,201.151,1832.256,
2018-07-01,Finland,2045.461,153.933,1891.528,
2018-08-01,Finland,1958.823,192.274,1766.549,
2018-09-01,Finland,1899.198,231.651,1667.547,
2018-10-01,Finland,1915.859,239.026,1676.833,
2018-11-01,Finland,1648.033,274.654,1373.379,
2018-12-01,Finland,1946.616,308.16,1638.456,
2010-01-01,France,8013.729,1858.247,6155.482,8933.803
2010-02-01,France,7617.465,1766.65,5850.815,8584.127
2010-03-01,France,9252.808,2157.837,7094.971,10476.041
2010-04-01,France,8650.577,1886.777,6763.8,9701.404
2010-05-01,France,10829.461,2297.133,8532.328,12242.146
2010-06-01,France,10957.697,2408.768,8548.929,12436.128
2010-07-01,France,12556.643,2562.835,9993.808,13829.141
2010-08-01,France,12287.209,2372.584,9914.625,13327.409
2010-09-01,France,10788.765,2225.727,8563.038,12159.483
2010-10-01,France,10530.337,2223.298,8307.039,11914.907
2010-11-01,France,8635.091,2090.407,6544.684,10014.801
2010-12-01,France,8577.425,2077.341,6500.084,9803.217
2011-01-01,France,8534.426,2029.09,6505.336,9666.252
