date,name,Total,Domestic,International,Total_OS
2010-01-01,Albania,,,,117.35
2010-02-01,Albania,,,,86.535
2010-03-01,Albania,,,,103.795
2010-04-01,Albania,,,,102.038
2010-05-01,Albania,,,,109.037
2010-06-01,Albania,,,,126.159
2010-07-01,Albania,,,,181.095
2010-08-01,Albania,,,,226.824
2010-09-01,Albania,,,,148.392
2010-10-01,Albania,,,,110.346
2010-11-01,Albania,,,,93.342
2010-12-01,Albania,,,,131.909
2011-01-01,Albania,,,,135.743
2011-02-01,Albania,,,,101.417
2011-03-01,Albania,,,,128.551
2011-04-01,Albania,,,,141.269
2011-05-01,Albania,,,,136.785
2011-06-01,Albania,,,,150.219
2011-07-01,Albania,,,,199.495
2011-08-01,Albania,,,,234.296
2011-09-01,Albania,,,,174.046
2011-10-01,Albania,,,,142.567
2011-11-01,Albania,,,,124.214
2011-12-01,Albania,,,,148.471
2012-01-01,Albania,,,,144.599
2012-02-01,Albania,,,,97.871
2012-03-01,Albania,,,,118.722
2012-04-01,Albania,,,,127.083
2012-05-01,Albania,,,,122.242
2012-06-01,Albania,,,,137.492
2012-07-01,Albania,,,,174.767
2012-08-01,Albania,,,,200.973
2012-09-01,Albania,,,,153.348
2012-10-01,Albania,,,,130.603
2012-11-01,Albania,,,,121.274
2012-12-01,Albania,,,,136.357
2013-01-01,Albania,,,,126.844
2013-02-01,Albania,,,,101.829
2013-03-01,Albania,,,,128.941
2013-04-01,Albania,,,,125.627
2013-05-01,Albania,,,,133.094
2013-06-01,Albania,,,,150.111
2013-07-01,Albania,,,,190.259
2013-08-01,Albania,,,,216.834
2013-09-01,Albania,,,,172.452
2013-10-01,Albania,,,,147.855
2013-11-01,Albania,,,,120.15
2013-12-01,Albania,,,,143.346
2014-01-01,Albania,,,,143.816
2014-02-01,Albania,,,,109.584
2014-03-01,Albania,,,,132.521
2014-04-01,Albania,,,,137.687
2014-05-01,Albania,,,,141.343
2014-06-01,Albania,,,,153.692
2014-07-01,Albania,,,,186.278
2014-08-01,Albania,,,,212.567
2014-09-01,Albania,,,,173.358
2014-10-01,Albania,,,,150.81
2014-11-01,Albania,,,,127.68
2014-12-01,Albania,,,,140.969
2015-01-01,Albania,,,,135.863
2015-02-01,Albania,,,,111.018
2015-03-01,Albania,,,,138.878
2015-04-01,Albania,,,,150.029
2015-05-01,Albania,,,,157.779
2015-06-01,Albania,,,,173.449
2015-07-01,Albania,,,,213.546
2015-08-01,Albania,,,,237.808
2015-09-01,Albania,,,,193.7
2015-10-01,Albania,,,,167.372
2015-11-01,Albania,,,,140.165
2015-12-01,Albania,,,,157.437
2016-01-01,Albania,,,,149.063
2016-02-01,Albania,,,,127.095
2016-03-01,Albania,,,,147.463
2016-04-01,Albania,,,,148.33
2016-05-01,Albania,,,,162.017
2016-06-01,Albania,,,,181.574
2016-07-01,Albania,,,,223.442
2016-08-01,Albania,,,,258.959
2016-09-01,Albania,,,,214.726
2016-10-01,Albania,,,,200.303
2016-11-01,Albania,,,,175.763
2016-12-01,Albania,,,,206.365
2017-01-01,Albania,,,,191.759
2017-02-01,Albania,,,,140.368
2017-03-01,Albania,,,,175.914
2017-04-01,Albania,,,,189.763
2017-05-01,Albania,,,,192.938
2017-06-01,Albania,,,,229.584
2017-07-01,Albania,,,,293.064
2017-08-01,Albania,,,,328.317
2017-09-01,Albania,,,,267.104
2017-10-01,Albania,,,,216.022
2017-11-01,Albania,,,,186.164
2017-12-01,Albania,,,,219.341
2014-01-01,United Arab Emirates,,,,8769.155
2014-02-01,United Arab Emirates,,,,7778.523
2014-03-01,United Arab Emirates,,,,8629.734
2014-04-01,United Arab Emirates,,,,8541.271
2014-05-01,United Arab Emirates,,,,7647.589
2014-06-01,United Arab Emirates,,,,7648.147
2014-07-01,United Arab Emirates,,,,7653.026
2014-08-01,United Arab Emirates,,,,9409.965
2014-09-01,United Arab Emirates,,,,8411.89
2014-10-01,United Arab Emirates,,,,8440.697
2014-11-01,United Arab Emirates,,,,7797.602
2014-12-01,United Arab Emirates,,,,9129.764
2015-01-01,United Arab Emirates,,,,9619.214
2015-02-01,United Arab Emirates,,,,8420.037
2015-03-01,United Arab Emirates,,,,9481.487
2015-04-01,United Arab Emirates,,,,9190.248
2015-05-01,United Arab Emirates,,,,8955.788
2015-06-01,United Arab Emirates,,,,8538.044
2015-07-01,United Arab Emirates,,,,9620.921
2015-08-01,United Arab Emirates,,,,10465.962
2015-09-01,United Arab Emirates,,,,9324.008
2015-10-01,United Arab Emirates,,,,9031.53
2015-11-01,United Arab Emirates,,,,8613.162
2015-12-01,United Arab Emirates,,,,10081.008
2016-01-01,United Arab Emirates,,,,10411.417
2016-02-01,United Arab Emirates,,,,9078.376
2016-03-01,United Arab Emirates,,,,10190.089
2016-04-01,United Arab Emirates,,,,9854.315
2016-05-01,United Arab Emirates,,,,9628.362
2016-06-01,United Arab Emirates,,,,8540.116
2016-07-01,United Arab Emirates,,,,10843.967
2016-08-01,United Arab Emirates,,,,11075.807
2016-09-01,United Arab Emirates,,,,10195.658
2016-10-01,United Arab Emirates,,,,9197.659
2016-11-01,United Arab Emirates,,,,9324.073
2016-12-01,United Arab Emirates,,,,10843.978
2017-01-01,United Arab Emirates,,,,11216.156
2017-02-01,United Arab Emirates,,,,9686.152
2017-03-01,United Arab Emirates,,,,10488.111
2017-04-01,United Arab Emirates,,,,10660.273
2017-05-01,United Arab Emirates,,,,9741.994
2017-06-01,United Arab Emirates,,,,8683.602
2017-07-01,United Arab Emirates,,,,11242.519
2017-08-01,United Arab Emirates,,,,11502.817
2017-09-01,United Arab Emirates,,,,10055.124
2017-10-01,United Arab Emirates,,,,9438.491
2017-11-01,United Arab Emirates,,,,7857.422
2017-12-01,United Arab Emirates,,,,8835.494
2017-01-01,Argentina,,,,3386.517
2017-02-01,Argentina,,,,3065.808
2017-03-01,Argentina,,,,3129.119
2017-04-01,Argentina,,,,2797.697
2017-05-01,Argentina,,,,2768.468
2017-06-01,Argentina,,,,2573.685
2011-01-01,Armenia,,,,108.9950397
2011-03-01,Armenia,,,,97.306
2011-04-01,Armenia,,,,112.474
2011-05-01,Armenia,,,,122.956
2011-06-01,Armenia,,,,143.098
2011-07-01,Armenia,,,,182.039
2011-08-01,Armenia,,,,198.969
2011-09-01,Armenia,,,,155.375
2011-10-01,Armenia,,,,141.707
2011-11-01,Armenia,,,,123.086
2011-12-01,Armenia,,,,126.143
2012-01-01,Armenia,,,,109.867
2012-02-01,Armenia,,,,91.013
2012-03-01,Armenia,,,,102.01
2012-04-01,Armenia,,,,126.595
2012-05-01,Armenia,,,,133.009
2012-06-01,Armenia,,,,153.839
2012-07-01,Armenia,,,,186.649
2012-08-01,Armenia,,,,205.444
2012-09-01,Armenia,,,,162.852
2012-10-01,Armenia,,,,150.588
2012-11-01,Armenia,,,,129.786
2012-12-01,Armenia,,,,136.383
2013-01-01,Armenia,,,,112.382
2013-02-01,Armenia,,,,91.17
2013-03-01,Armenia,,,,102.915
2013-04-01,Armenia,,,,116.846
2013-05-01,Armenia,,,,125.114
2013-06-01,Armenia,,,,145.066
2013-07-01,Armenia,,,,179.581
2013-08-01,Armenia,,,,197.731
2013-09-01,Armenia,,,,169.613
2013-10-01,Armenia,,,,162.383
2013-11-01,Armenia,,,,135.59
2013-12-01,Armenia,,,,153.319
2014-01-01,Armenia,,,,128.986
2014-02-01,Armenia,,,,100.356
2014-03-01,Armenia,,,,121.958
2014-04-01,Armenia,,,,136.73
2014-05-01,Armenia,,,,171.431
2014-06-01,Armenia,,,,208.408
2014-07-01,Armenia,,,,242.098
2014-08-01,Armenia,,,,265.54
2014-09-01,Armenia,,,,197.602
2014-10-01,Armenia,,,,179.602
2014-11-01,Armenia,,,,144.096
2014-12-01,Armenia,,,,148.251
2015-01-01,Armenia,,,,131.916
2015-02-01,Armenia,,,,99.275
2015-03-01,Armenia,,,,117.288
2015-04-01,Armenia,,,,144.4
2015-05-01,Armenia,,,,158.292
2015-06-01,Armenia,,,,176.791
2015-07-01,Armenia,,,,212.999
2015-08-01,Armenia,,,,227.607
2015-09-01,Armenia,,,,171.659
2015-10-01,Armenia,,,,155.611
2015-11-01,Armenia,,,,130.707
2015-12-01,Armenia,,,,153.122
2016-01-01,Armenia,,,,137.303
2016-02-01,Armenia,,,,113.729
2016-03-01,Armenia,,,,133.666
2016-04-01,Armenia,,,,131.829
2016-05-01,Armenia,,,,147.319
2016-06-01,Armenia,,,,175.276
2016-07-01,Armenia,,,,227.41
2016-08-01,Armenia,,,,255.252
2016-09-01,Armenia,,,,220.716
2016-10-01,Armenia,,,,205.426
2016-11-01,Armenia,,,,168.596
2016-12-01,Armenia,,,,189.018
2017-01-01,Armenia,,,,168.741
2017-02-01,Armenia,,,,132.039
2017-03-01,Armenia,,,,165.512
2017-04-01,Armenia,,,,183.108
2017-05-01,Armenia,,,,198.182
2017-06-01,Armenia,,,,211.252
2017-07-01,Armenia,,,,270.751
2017-08-01,Armenia,,,,281.345
2017-09-01,Armenia,,,,245.364
2017-10-01,Armenia,,,,220.726
2017-11-01,Armenia,,,,178.748
2017-12-01,Armenia,,,,192.482
2010-01-01,Australia,6568.0,4085.0,2483.0,
2010-02-01,Australia,5941.0,3911.0,2030.0,
2010-03-01,Australia,6554.0,4408.0,2146.0,
2010-04-01,Australia,6415.0,4352.0,2063.0,
2010-05-01,Australia,6040.0,4153.0,1886.0,
2010-06-01,Australia,6254.0,4158.0,2096.0,
2010-07-01,Australia,7034.0,4633.0,2401.0,
2010-08-01,Australia,6733.0,4519.0,2214.0,
2010-09-01,Australia,6930.0,4613.0,2316.0,
2010-10-01,Australia,7205.0,4832.0,2373.0,
2010-11-01,Australia,6804.0,4598.0,2206.0,
2010-12-01,Australia,7269.0,4692.0,2577.0,
2011-01-01,Australia,7096.0,4387.0,2709.0,
2011-02-01,Australia,6043.0,3923.0,2120.0,
2011-03-01,Australia,6647.0,4535.0,2112.0,
2011-04-01,Australia,6810.0,4525.0,2285.0,
2011-05-01,Australia,6458.0,4378.0,2079.0,
2011-06-01,Australia,6250.0,4094.0,2156.0,
2011-07-01,Australia,7216.0,4684.0,2532.0,
2011-08-01,Australia,6859.0,4550.0,2309.0,
2011-09-01,Australia,6949.0,4547.0,2402.0,
2011-10-01,Australia,7168.0,4691.0,2476.0,
2011-11-01,Australia,6880.0,4577.0,2303.0,
2011-12-01,Australia,7226.0,4555.0,2671.0,
2012-01-01,Australia,7276.0,4472.0,2804.0,
2012-02-01,Australia,6342.0,4121.0,2221.0,
2012-03-01,Australia,6978.0,4653.0,2325.0,
2012-04-01,Australia,6908.0,4529.0,2379.0,
2012-05-01,Australia,6559.0,4460.0,2099.0,
2012-06-01,Australia,6716.0,4355.0,2361.0,
2012-07-01,Australia,7434.0,4838.0,2595.0,
2012-08-01,Australia,7172.0,4754.0,2419.0,
2012-09-01,Australia,7320.0,4787.0,2533.0,
2012-10-01,Australia,7613.0,5040.0,2573.0,
2012-11-01,Australia,7349.0,4898.0,2451.0,
2012-12-01,Australia,7595.0,4745.0,2850.0,
2013-01-01,Australia,7515.0,4628.0,2887.0,
2013-02-01,Australia,6442.0,4128.0,2313.0,
2013-03-01,Australia,7221.0,4724.0,2497.0,
2013-04-01,Australia,7179.0,4729.0,2450.0,
2013-05-01,Australia,6777.0,4503.0,2274.0,
2013-06-01,Australia,6903.0,4435.0,2468.0,
2013-07-01,Australia,7848.0,5052.0,2795.0,
2013-08-01,Australia,7490.0,4845.0,2644.0,
2013-09-01,Australia,7470.0,4789.0,2681.0,
2013-10-01,Australia,7889.0,5180.0,2710.0,
2013-11-01,Australia,7360.0,4806.0,2553.0,
2013-12-01,Australia,7997.0,4927.0,3071.0,
2014-01-01,Australia,7992.0,4790.0,3202.0,12600.04
2014-02-01,Australia,6697.0,4207.0,2490.0,10731.179
2014-03-01,Australia,7277.0,4745.0,2532.0,11823.253
2014-04-01,Australia,7467.0,4757.0,2710.0,12026.674
2014-05-01,Australia,6977.0,4529.0,2449.0,11312.633
2014-06-01,Australia,7033.0,4447.0,2585.0,11296.644
2014-07-01,Australia,7956.0,4998.0,2957.0,12768.295
2014-08-01,Australia,7540.0,4796.0,2744.0,12158.529
2014-09-01,Australia,7586.0,4805.0,2781.0,12210.658
2014-10-01,Australia,8093.0,5239.0,2855.0,13140.036
2014-11-01,Australia,7436.0,4767.0,2669.0,12001.636
2014-12-01,Australia,8046.0,4886.0,3160.0,12757.249
2015-01-01,Australia,7914.0,4631.0,3283.0,12385.241
2015-02-01,Australia,6835.0,4183.0,2652.0,10859.13
2015-03-01,Australia,7594.0,4792.0,2802.0,12200.75
2015-04-01,Australia,7469.0,4722.0,2747.0,12013.986
2015-05-01,Australia,7029.0,4502.0,2527.0,11354.829
2015-06-01,Australia,7121.0,4433.0,2689.0,11379.639
2015-07-01,Australia,8203.0,5113.0,3089.0,13129.639
2015-08-01,Australia,7638.0,4767.0,2871.0,12226.35
2015-09-01,Australia,7800.0,4867.0,2933.0,12483.423
2015-10-01,Australia,8181.0,5159.0,3022.0,13143.209
2015-11-01,Australia,7741.0,4918.0,2824.0,12457.305
2015-12-01,Australia,8456.0,5028.0,3428.0,13294.981
2016-01-01,Australia,8353.0,4793.0,3560.0,12974.713
2016-02-01,Australia,7376.0,4441.0,2936.0,11631.188
2016-03-01,Australia,7958.0,4949.0,3009.0,12704.455
2016-04-01,Australia,7773.0,4814.0,2959.0,12384.42
2016-05-01,Australia,7329.0,4638.0,2691.0,11764.387
2016-06-01,Australia,7485.0,4579.0,2906.0,11868.052
2016-07-01,Australia,8564.0,5156.0,3408.0,13516.474
2016-08-01,Australia,7920.0,4857.0,3063.0,12562.129
2016-09-01,Australia,8205.0,5029.0,3176.0,13025.711
2016-10-01,Australia,8436.0,5210.0,3226.0,13435.015
2016-11-01,Australia,8047.0,5022.0,3026.0,12851.41
2016-12-01,Australia,8766.0,5108.0,3658.0,13668.07
2017-01-01,Australia,8746.0,4944.0,3802.0,13495.49
2017-02-01,Australia,7298.0,4327.0,2971.0,11445.309
2017-03-01,Australia,8031.0,4971.0,3059.0,12787.257
2017-04-01,Australia,8215.0,4908.0,3308.0,12922.235
2017-05-01,Australia,7583.0,4712.0,2871.0,12080.063
2017-06-01,Australia,7755.0,4661.0,3094.0,12204.838
2017-07-01,Australia,8809.0,5269.0,3541.0,13861.121
2017-08-01,Australia,8197.0,4947.0,3250.0,12884.27
2017-09-01,Australia,8367.0,5036.0,3330.0,13190.219
2017-10-01,Australia,8754.0,5384.0,3370.0,13909.423
2017-11-01,Australia,8373.0,5181.0,3192.0,13325.637
2017-12-01,Australia,9037.0,5210.0,3827.0,14038.212
2018-01-01,Australia,8929.0,5044.0,3885.0,
2018-02-01,Australia,7692.0,4505.0,3188.0,
2018-03-01,Australia,8561.0,5190.0,3370.0,
2018-04-01,Australia,8402.0,5040.0,3362.0,
2018-05-01,Australia,7849.0,4823.0,3027.0,
2018-06-01,Australia,7953.0,4676.0,3277.0,
2018-07-01,Australia,9108.0,5397.0,3711.0,
2018-08-01,Australia,8613.0,5143.0,3469.0,
2018-09-01,Australia,8503.0,5040.0,3463.0,
2018-10-01,Australia,9000.0,5452.0,3548.0,
2018-11-01,Australia,8511.0,5186.0,3325.0,
2018-12-01,Australia,9052.0,5102.0,3951.0,
2010-01-01,Austria,1616.764,58.839,1557.925,1682.538
2010-02-01,Austria,1594.077,56.496,1537.581,1656.809
2010-03-01,Austria,1908.254,66.905,1841.349,1981.826
2010-04-01,Austria,1624.357,55.7,1568.657,1687.948
2010-05-01,Austria,2080.848,65.071,2015.777,2157.512
2010-06-01,Austria,2151.684,66.718,2084.966,2236.175
2010-07-01,Austria,2401.499,63.735,2337.764,2484.734
2010-08-01,Austria,2356.612,61.833,2294.779,2438.407
2010-09-01,Austria,2280.317,72.0,2208.317,2374.503
2010-10-01,Austria,2085.698,71.383,2014.315,2176.753
2010-11-01,Austria,1740.819,65.968,1674.851,1817.508
2010-12-01,Austria,1691.526,57.468,1634.058,1763.814
2011-01-01,Austria,1711.33,60.509,1650.821,1777.677
2011-02-01,Austria,1667.77,59.811,1607.959,1730.343
2011-03-01,Austria,1977.449,68.759,1908.69,2047.369
2011-04-01,Austria,2015.846,54.77,1961.076,2067.068
2011-05-01,Austria,2192.972,57.841,2135.131,2253.256
2011-06-01,Austria,2279.147,51.863,2227.284,2333.315
2011-07-01,Austria,2553.335,52.868,2500.467,2610.437
2011-08-01,Austria,2461.844,48.947,2412.897,2514.276
2011-09-01,Austria,2442.374,57.654,2384.72,2508.527
2011-10-01,Austria,2169.417,53.775,2115.642,2229.285
2011-11-01,Austria,1825.947,52.189,1773.758,1880.677
2011-12-01,Austria,1840.181,44.67,1795.511,1883.334
2012-01-01,Austria,1801.994,50.187,1751.807,1850.551
2012-02-01,Austria,1810.625,54.098,1756.527,1865.04
2012-03-01,Austria,2133.74,61.032,2072.708,2195.064
2012-04-01,Austria,2144.869,50.114,2094.755,2193.159
2012-05-01,Austria,2253.364,54.706,2198.658,2309.65
2012-06-01,Austria,2394.37,55.998,2338.372,2454.177
2012-07-01,Austria,2545.147,51.556,2493.591,2598.368
2012-08-01,Austria,2493.086,46.282,2446.804,2538.52
2012-09-01,Austria,2502.746,56.901,2445.845,2561.5
2012-10-01,Austria,2215.188,56.215,2158.973,2269.836
2012-11-01,Austria,1827.408,51.762,1775.646,1876.891
2012-12-01,Austria,1843.44,45.825,1797.615,1883.352
2013-01-01,Austria,1762.653,46.59,1716.063,1803.576
2013-02-01,Austria,1733.91,47.94,1685.97,1777.25
2013-03-01,Austria,2150.535,55.356,2095.179,2201.494
2013-04-01,Austria,2029.996,52.036,1977.96,2079.384
2013-05-01,Austria,2239.011,50.007,2189.004,2287.695
2013-06-01,Austria,2408.193,57.791,2350.402,2465.463
2013-07-01,Austria,2513.804,52.007,2461.797,2561.796
2013-08-01,Austria,2537.606,47.393,2490.213,2582.021
2013-09-01,Austria,2451.674,58.67,2393.004,2507.801
2013-10-01,Austria,2230.866,58.248,2172.618,2286.045
2013-11-01,Austria,1817.948,50.801,1767.147,1867.408
2013-12-01,Austria,1873.528,44.446,1829.082,1914.073
2014-01-01,Austria,1807.004,45.671,1761.333,1847.985
2014-02-01,Austria,1779.141,47.773,1731.368,1823.065
2014-03-01,Austria,2108.523,53.182,2055.341,2157.269
2014-04-01,Austria,2189.347,48.62,2140.727,2233.684
2014-05-01,Austria,2330.573,49.781,2280.792,2382.162
2014-06-01,Austria,2483.1,50.612,2432.488,2539.313
2014-07-01,Austria,2571.197,45.891,2525.306,2619.479
2014-08-01,Austria,2645.521,42.866,2602.655,2695.96
2014-09-01,Austria,2519.181,53.872,2465.309,2580.047
2014-10-01,Austria,2267.695,53.444,2214.251,2326.106
2014-11-01,Austria,1806.834,47.772,1759.062,1859.274
2014-12-01,Austria,1870.56,39.511,1831.049,1913.341
2015-01-01,Austria,1751.044,38.497,1712.547,1794.667
2015-02-01,Austria,1718.104,40.494,1677.61,1763.492
2015-03-01,Austria,2100.017,49.578,2050.439,2153.341
2015-04-01,Austria,2182.653,40.618,2142.035,2225.22
2015-05-01,Austria,2363.428,43.331,2320.097,2408.606
2015-06-01,Austria,2520.214,45.867,2474.347,2571.94
2015-07-01,Austria,2739.213,41.815,2697.398,2781.009
2015-08-01,Austria,2775.665,39.414,2736.251,2815.911
2015-09-01,Austria,2622.134,53.111,2569.023,2678.217
2015-10-01,Austria,2279.362,51.179,2228.183,2337.504
2015-11-01,Austria,1843.174,48.42,1794.754,1897.185
2015-12-01,Austria,1858.999,37.286,1821.713,1899.052
2016-01-01,Austria,1770.425,36.725,1733.7,1809.894
2016-02-01,Austria,1780.026,40.069,1739.957,1825.035
2016-03-01,Austria,2151.897,45.15,2106.747,2197.406
2016-04-01,Austria,2099.28,43.443,2055.837,2144.874
2016-05-01,Austria,2373.298,44.119,2329.179,2416.921
2016-06-01,Austria,2450.672,47.094,2403.578,2497.202
2016-07-01,Austria,2776.608,41.053,2735.555,2816.445
2016-08-01,Austria,2723.254,38.659,2684.595,2759.352
2016-09-01,Austria,2665.489,45.82,2619.669,2711.163
2016-10-01,Austria,2398.405,46.315,2352.09,2446.976
2016-11-01,Austria,1946.072,45.268,1900.804,1997.27
2016-12-01,Austria,2046.085,36.863,2009.222,2085.863
2017-01-01,Austria,1887.141,34.142,1852.999,1932.594
2017-02-01,Austria,1867.912,37.073,1830.839,1915.609
2017-03-01,Austria,2198.6,46.662,2151.938,2255.187
2017-04-01,Austria,2425.716,42.999,2382.717,2472.883
2017-05-01,Austria,2497.696,47.426,2450.27,2552.309
2017-06-01,Austria,2614.609,48.319,2566.29,2668.422
2017-07-01,Austria,2871.073,45.094,2825.979,2922.274
2017-08-01,Austria,2807.833,41.742,2766.091,2851.188
2017-09-01,Austria,2734.285,53.678,2680.607,2796.653
2017-10-01,Austria,2424.628,49.816,2374.812,2485.035
2017-11-01,Austria,1947.157,44.931,1902.226,2003.301
2017-12-01,Austria,2050.629,39.666,2010.963,2098.617
2018-01-01,Austria,1905.331,38.19,1867.141,
2018-02-01,Austria,1937.152,40.903,1896.249,
2018-03-01,Austria,2404.43,50.625,2353.805,
2018-04-01,Austria,2442.085,49.507,2392.578,
2018-05-01,Austria,2585.884,49.824,2536.06,
2018-06-01,Austria,2822.571,54.618,2767.953,
2018-07-01,Austria,3085.491,52.621,3032.87,
2018-08-01,Austria,3143.286,48.168,3095.118,
2018-09-01,Austria,3028.317,56.652,2971.665,
2018-10-01,Austria,2842.107,56.063,2786.044,
2018-11-01,Austria,2396.286,47.705,2348.581,
2018-12-01,Austria,2545.477,40.301,2505.176,
2010-01-01,Belgium,1337.584,1.831,1335.753,1339.451
2010-02-01,Belgium,1397.881,2.976,1394.905,1394.747
2010-03-01,Belgium,1678.13,3.998,1674.132,1670.464
2010-04-01,Belgium,1544.861,2.777,1542.084,1534.597
2010-05-01,Belgium,2078.077,8.055,2070.022,2049.045
2010-06-01,Belgium,2093.415,7.296,2086.119,2071.52
2010-07-01,Belgium,2487.914,9.949,2477.965,2432.923
2010-08-01,Belgium,2407.821,10.508,2397.313,2345.972
2010-09-01,Belgium,2217.019,9.718,2207.301,2189.729
2010-10-01,Belgium,2141.503,3.35,2138.153,2134.476
2010-11-01,Belgium,1757.811,0.605,1757.206,1758.326
2010-12-01,Belgium,1555.748,2.405,1553.343,1555.624
2011-01-01,Belgium,1501.419,1.305,1500.114,1515.963
2011-02-01,Belgium,1472.013,1.527,1470.486,1481.969
2011-03-01,Belgium,1870.073,2.348,1867.725,1878.272
2011-04-01,Belgium,2141.705,3.661,2138.044,2141.375
2011-05-01,Belgium,2282.02,5.722,2276.298,2278.324
2011-06-01,Belgium,2303.327,5.28,2298.047,2298.843
2011-07-01,Belgium,2709.542,8.656,2700.886,2694.154
2011-08-01,Belgium,2571.801,8.994,2562.807,2556.661
2011-09-01,Belgium,2507.76,7.485,2500.275,2500.513
2011-10-01,Belgium,2259.696,3.011,2256.685,2256.635
2011-11-01,Belgium,1810.841,1.7,1809.141,1814.579
2011-12-01,Belgium,1672.498,1.446,1671.052,1679.7
2012-01-01,Belgium,1534.946,1.579,1533.367,1542.99
2012-02-01,Belgium,1586.685,2.216,1584.469,1591.182
2012-03-01,Belgium,1906.186,3.232,1902.954,1911.907
2012-04-01,Belgium,2236.235,2.342,2233.893,2230.251
2012-05-01,Belgium,2353.375,4.044,2349.331,2345.088
2012-06-01,Belgium,2408.452,4.758,2403.694,2364.784
2012-07-01,Belgium,2828.842,8.414,2820.428,2812.222
2012-08-01,Belgium,2712.545,9.429,2703.116,2638.266
2012-09-01,Belgium,2555.419,6.409,2549.01,2505.782
2012-10-01,Belgium,2276.696,1.378,2275.318,2273.956
2012-11-01,Belgium,1829.209,1.262,1827.947,1827.769
2012-12-01,Belgium,1690.925,1.105,1689.82,1698.262
2013-01-01,Belgium,1554.914,0.764,1554.15,1556.871
2013-02-01,Belgium,1555.965,0.965,1555.0,1557.459
2013-03-01,Belgium,1932.19,2.635,1929.555,1933.049
2013-04-01,Belgium,2261.127,1.909,2259.218,2259.801
2013-05-01,Belgium,2408.826,3.947,2404.879,2411.817
2013-06-01,Belgium,2460.324,4.747,2455.577,2464.391
2013-07-01,Belgium,2835.828,8.764,2827.064,2846.355
2013-08-01,Belgium,2785.575,8.887,2776.688,2795.871
2013-09-01,Belgium,2593.195,4.872,2588.323,2595.158
2013-10-01,Belgium,2342.3,1.302,2340.998,2347.456
2013-11-01,Belgium,1864.727,1.737,1862.99,1870.033
2013-12-01,Belgium,1794.956,2.526,1792.43,1806.349
2014-01-01,Belgium,1638.7,1.999,1636.701,1649.821
2014-02-01,Belgium,1608.226,2.129,1606.097,1617.59
2014-03-01,Belgium,2004.797,3.054,2001.743,2017.594
2014-04-01,Belgium,2505.099,1.683,2503.416,2513.892
2014-05-01,Belgium,2619.815,4.313,2615.502,2625.462
2014-06-01,Belgium,2683.507,3.323,2680.184,2694.562
2014-07-01,Belgium,3065.902,7.307,3058.595,3077.834
2014-08-01,Belgium,3103.037,8.623,3094.414,3117.948
2014-09-01,Belgium,2872.608,3.378,2869.23,2882.786
2014-10-01,Belgium,2618.148,0.77,2617.378,2630.256
2014-11-01,Belgium,2107.419,1.838,2105.581,2114.56
2014-12-01,Belgium,1949.0,1.78,1947.22,1960.064
2015-01-01,Belgium,1817.576,2.141,1815.435,1830.702
2015-02-01,Belgium,1856.334,1.922,1854.412,1864.51
2015-03-01,Belgium,2209.413,2.211,2207.202,2218.204
2015-04-01,Belgium,2660.132,1.32,2658.812,2660.146
2015-05-01,Belgium,2859.581,3.027,2856.554,2856.119
2015-06-01,Belgium,2855.538,2.49,2853.048,2844.405
2015-07-01,Belgium,3281.63,3.35,3278.28,3278.365
2015-08-01,Belgium,3260.405,5.217,3255.188,3260.725
2015-09-01,Belgium,3043.615,1.859,3041.756,3035.755
2015-10-01,Belgium,2823.646,0.793,2822.853,2812.576
2015-11-01,Belgium,2238.354,1.246,2237.108,2236.092
2015-12-01,Belgium,2052.617,2.398,2050.219,2054.643
2016-01-01,Belgium,1966.259,1.748,1964.511,1989.576
2016-02-01,Belgium,2089.083,1.878,2087.205,2110.524
2016-03-01,Belgium,1936.776,1.483,1935.293,1951.729
2016-04-01,Belgium,2005.251,0.483,2004.768,2008.852
2016-05-01,Belgium,2703.577,1.446,2702.131,2710.373
2016-06-01,Belgium,2736.786,0.658,2736.128,2740.242
2016-07-01,Belgium,3213.462,0.961,3212.501,3217.812
2016-08-01,Belgium,3133.437,0.794,3132.643,3136.514
2016-09-01,Belgium,2990.813,0.591,2990.222,3002.223
2016-10-01,Belgium,2767.036,0.474,2766.562,2768.788
2016-11-01,Belgium,2318.544,0.441,2318.103,2320.831
2016-12-01,Belgium,2254.808,0.775,2254.033,2258.291
2017-01-01,Belgium,2064.27,0.581,2063.689,2067.748
2017-02-01,Belgium,2083.035,0.307,2082.728,2087.793
2017-03-01,Belgium,2462.55,0.94,2461.61,2468.093
2017-04-01,Belgium,2891.115,0.956,2890.159,2896.213
2017-05-01,Belgium,2983.022,0.645,2982.377,2987.864
2017-06-01,Belgium,2986.272,0.724,2985.548,2970.502
2017-07-01,Belgium,3468.159,1.199,3466.96,3474.771
2017-08-01,Belgium,3408.657,1.013,3407.644,3407.358
2017-09-01,Belgium,3202.473,0.93,3201.543,3205.749
2017-10-01,Belgium,2982.388,0.432,2981.956,2982.958
2017-11-01,Belgium,2422.231,0.615,2421.616,2422.235
2017-12-01,Belgium,2306.321,1.508,2304.813,2308.507
2018-01-01,Belgium,2190.383,0.249,2190.134,
2018-02-01,Belgium,2194.321,0.557,2193.764,
2018-03-01,Belgium,2590.913,1.554,2589.359,
2018-04-01,Belgium,3062.128,0.998,3061.13,
